mse,r2,sign_agree,topk_overlap,kendall_tau,seed,teacher,n_teacher,surrogate_train_s,surrogate_lat_s
0.0029724805418134804,0.7441388606979009,0.7375,0.8666666666666667,0.5731578947368421,2,LIME,50,0.745687794000105,4.241569999976491e-06
0.0008434713037668055,0.8580541808402762,0.482,0.8466666666666667,0.701522161455149,2,SHAP,100,0.9990236400001322,5.1055599988103495e-06
0.002192535170560492,0.8112739381105322,0.741,0.8800000000000001,0.5511578947368422,2,LIME,100,0.8648496979999436,5.3112899990992444e-06
0.0007625687753769001,0.8716690787189749,0.49,0.86,0.709354339485823,2,SHAP,200,1.0657852540000476,4.724190000615636e-06
0.0017008940501523964,0.8535927541383846,0.739,0.8766666666666667,0.5597894736842105,2,LIME,200,1.2820383659998242,5.680629999460507e-06
0.0009496265146892391,0.8401895678947432,0.4915,0.8433333333333334,0.6977868150097504,2,SHAP,300,0.8141667909999342,4.444520000106422e-06
0.0018955213893197742,0.836839886613028,0.747,0.8733333333333334,0.5843157894736841,2,LIME,300,0.8115608220000468,4.239769998548581e-06
0.003220787934629934,0.4710442049960608,0.4815,0.7933333333333333,0.6288636483398184,3,SHAP,50,0.6086274909998792,4.447530000106781e-06
0.00465213772933766,0.5405279199088604,0.7035,0.7566666666666667,0.45126315789473687,3,LIME,50,0.7287053979998745,5.3618899983121086e-06
0.0013115118810158562,0.7846080450622518,0.485,0.83,0.6582644397165026,3,SHAP,100,1.0642722330001106,4.820940000627161e-06
0.002718206004871182,0.7315342236541643,0.7255,0.7800000000000001,0.4676842105263158,3,LIME,100,0.8796265630001017,5.500489999121783e-06
0.0009059851615306857,0.8512084275320975,0.4895,0.8200000000000002,0.667542558306686,3,SHAP,200,1.2450790939999479,4.842579999149166e-06
0.002272696512443538,0.7755353227392554,0.735,0.77,0.48147368421052633,3,LIME,200,0.7423287019998952,4.9910099983208055e-06
0.000833015761287637,0.8631923233674987,0.496,0.8266666666666667,0.6647711722342936,3,SHAP,300,1.9141979550001906,5.4946499994912305e-06
0.0026467283981123266,0.7385937662920181,0.732,0.7833333333333333,0.4843157894736843,3,LIME,300,1.8295155910000176,6.116389999988314e-06
0.0016105388998072382,0.6507700547157631,0.484,0.7666666666666667,0.6593488951361346,4,SHAP,50,0.5793030539998654,4.563160000543576e-06
0.02581663303716971,-1.9450587836654738,0.7175,0.7433333333333333,0.47536842105263155,4,LIME,50,0.7977986680000413,5.8468799988986574e-06
0.001991462361733479,0.5681704479742524,0.4835,0.7733333333333334,0.6733263205447222,4,SHAP,100,0.9083121969999866,4.351939999196475e-06
0.022713721909001738,-1.591091027305163,0.74,0.7366666666666666,0.4923157894736842,4,LIME,100,0.988318364999941,4.83335000126317e-06
0.0008264330788993162,0.8207958969760771,0.488,0.7933333333333336,0.6869422608134328,4,SHAP,200,1.0884130809999988,4.739460000564577e-06
0.0017197176255059293,0.8038214552947834,0.747,0.7533333333333334,0.4871578947368422,4,LIME,200,1.2227286249999452,5.474689999118709e-06
0.000728365483321287,0.8420609164313483,0.491,0.8033333333333336,0.6959793893103643,4,SHAP,300,1.6684718789999806,4.9200800003745825e-06
0.001541131058925179,0.8241939002916217,0.74,0.7666666666666667,0.4946315789473685,4,LIME,300,2.0611115809999774,5.802450000373938e-06
